Nombre;CategorÃ­a;Definicion;Caracteristicas
SOLDADURA DE ESTAÃ¯Â¿Â½O 3MM TRUPER 1MT;ELECTRICOS;;
SOLDADURA DE ESTAÃ¯Â¿Â½O 3MM TRUPER X 1MT;ELECTRICOS;;
SOLDADURA DE ESTAÃ¯Â¿Â½O BOLSITA;ELECTRICOS;;
SOLDADURA DE ESTAÃ¯Â¿Â½O TUBO;ELECTRICOS;;
"SOLDADURA ELECTRICA 6011 1/8"" 1K TRUPER";ABRASIVOS Y CONSUMIBLES;;
"SOLDADURA ELECTRICA 6011 1/8"" 1V TRUPER";ABRASIVOS Y CONSUMIBLES;;
"SOLDADURA ELECTRICA 6011 1/8"" 5K TRUPER";ABRASIVOS Y CONSUMIBLES;;
"SOLDADURA ELECTRICA 6013 1/8"" 1V TRUPER";ABRASIVOS Y CONSUMIBLES;;
"SOLDADURA ELECTRICA 6013 1/8"" 5K TRUPER";ABRASIVOS Y CONSUMIBLES;;
"SOLDADURA ELECTRICA 6013 3/32"" 1V TRUPER";ABRASIVOS Y CONSUMIBLES;;
"SOLDADURA ELECTRICA 6013 3/32"" 5K TRUPER";ABRASIVOS Y CONSUMIBLES;;
"SOLDADURA ELECTRICA 7018 1/8"" 1K TRUPER";ABRASIVOS Y CONSUMIBLES;;
"SOLDADURA ELECTRICA 7018 1/8"" 1V TRUPER";ABRASIVOS Y CONSUMIBLES;;
"SOLDADURA ELECTRICA 7018 1/8"" 5K TRUPER";ABRASIVOS Y CONSUMIBLES;;
SOLDADURA INOX 308 L 1/8 1 K 29V WEST ARCO;ABRASIVOS Y CONSUMIBLES;;
SOLDADURA INOX 308 L 1/8 1 V WEST ARCO;ABRASIVOS Y CONSUMIBLES;;
SOLDADURA INOX 308 L 3/32 1 V WEST ARCO;ABRASIVOS Y CONSUMIBLES;;
SOLDADURA INOX 308 L 3/32 32 V 1K WEST ARCO;ABRASIVOS Y CONSUMIBLES;;
SOLDADURA NIQUEL 100 1/8 1 K 32V WEST ARCO;ABRASIVOS Y CONSUMIBLES;;
SOLDADURA NIQUEL 100 1/8 1 V  50410 WEST ARCO;ABRASIVOS Y CONSUMIBLES;;
SOLDADURA PVC 1/128 GERFOR;PEGANTES;;
SOLDADURA PVC 1/16 ENAR;PEGANTES;;
SOLDADURA PVC 1/32 ENAR;PEGANTES;;
SOLDADURA PVC 1/4 ENAR;PEGANTES;;
SOLDADURA PVC 1/64 ENAR;PEGANTES;;
SOLDADURA PVC 1/8 ENAR;PEGANTES;;
SOLDADURA PVC 112 GR 1/32 PAVCO;PEGANTES;;
SOLDADURA PVC 28 GR 1/128 PAVCO;PEGANTES;;
SOLDADURA PVC 225 GR 1/16 PAVCO;PEGANTES;;
SOLDADURA PVC 450 GR 1/8 PAVCO;PEGANTES;;
SOLDADURA PVC 56 GR 1/64 PAVCO;PEGANTES;;
SOLDADURA S7018 1/8 1 K WEST ARCO;ABRASIVOS Y CONSUMIBLES;;
SOLDADURA S7018 1/8 1 V WEST ARCO;ABRASIVOS Y CONSUMIBLES;;
SOLDADURA S7018 1/8 1/2 K WEST ARCO;ABRASIVOS Y CONSUMIBLES;;
SOLDADURA S7018 1/8 5 K WEST ARCO;ABRASIVOS Y CONSUMIBLES;;
SOLUCION DE CAUCHO 375ML PEGAUCHO;PEGANTES;;
SONDA 1/8 X 15MT;HERRAMIENTA MANUAL;;
SONDA DE NYLON CABLEAR 10 MT TRUPER;GRIFERIA;;
SONDA MANUAL 4.5MTS PRETUL;HERRAMIENTA MANUAL;;
SOPORTE BOLILLERO METALICO PAR;HERRAJES Y SOPORTES;;
SOPORTE BOLILLERO PLASTICO BLANCO UNIDAD;HERRAJES Y SOPORTES;;
SOPORTE BOLILLERO PLASTICO CAFE UNIDAD;HERRAJES Y SOPORTES;;
SOPORTE CORTINA DOBLE PARED DORADO;HERRAJES Y SOPORTES;;
SOPORTE CORTINA DOBLE PARED PLATEADO;HERRAJES Y SOPORTES;;
SOPORTE CORTINA METAL PARED DORADO;HERRAJES Y SOPORTES;;
SOPORTE CORTINA METAL PARED PLATEADO;HERRAJES Y SOPORTES;;
SOPORTE CORTINA METAL TECHO DORADO;HERRAJES Y SOPORTES;;
SOPORTE CORTINA METAL TECHO PLATEADO;HERRAJES Y SOPORTES;;
"SOPORTE CORTINA PLASTICO DORADO 1""";HERRAJES Y SOPORTES;;
"SOPORTE CORTINA PLASTICO DORADO 3/4""";HERRAJES Y SOPORTES;;
"SOPORTE CORTINA PLASTICO DORADO 5/8""";HERRAJES Y SOPORTES;;
"SOPORTE CORTINA PLASTICO PLATEADO 1/2""";HERRAJES Y SOPORTES;;
SOPORTE ENTEPAÃ¯Â¿Â½O METALICO;HERRAJES Y SOPORTES;;
SOPORTE ESPEJO METALICO;HERRAJES Y SOPORTES;;
SOPORTE NO MAS HUECOS;HERRAJES Y SOPORTES;;
SOPORTE PAPELERA RIOPLAST;GRIFERIA;;
SOPORTE PARA BIBLIOTECA SB20 F;HERRAJES Y SOPORTES;;
"SOPORTE BASE PARA TV X3 MOVIL HDL 14""-55"" HDL CAJA CAFE";HOGAR Y COCINA;;
"SOPORTE  BASE PARA TV FIJO 14""-42"" CAJA VERDE";HOGAR Y COCINA;;
SOPORTE BIBLIOTECA CAFE Y BLANCO;HERRAJES Y SOPORTES;;
SORDINA DE SOBREPONER VERA;ELECTRICOS;;
SOSCO EXTENSION LAVAPLATOS;GRIFERIA;;
SPLINTER 2 VIAS ECO;ELECTRICOS;;
SPLINTER 2 VIAS NIPON;ELECTRICOS;;
SPLINTER 3 VIAS ECO;ELECTRICOS;;
SPLINTER 3 VIAS NIPON;ELECTRICOS;;
SPLINTER 4 VIAS ECO;ELECTRICOS;;
SPLINTER 4 VIAS NIPON;ELECTRICOS;;
STRETCH 15 CM 0.45X305 MT CODIPLAX;HOGAR Y COCINA;;
STRETCH 30 CM 0.45X305 MT CODIPLAX;HOGAR Y COCINA;;
SUAVIZANTE SOFLAN 500 ML GRANEL;ASEO;;
SUAVIZANTE SOFLAN GALON GRANEL;ASEO;;
SUAVIZANTE SOFLAN LITRO GRANEL;ASEO;;
SUELDA TODO BLANCO 40 GR PEQ;PEGANTES;;
SUPER BONDER AD FLEXGEL 3G LOCTITE;PEGANTES;;
SUPER GLUE INSTANTANEO TAURUS ECO;PEGANTES;;
SUPER VERDE;PEGANTES;;
SUPERMASTICK BALDE;CONSTRUCCION;;
SUPERMASTICK CANECA 28k;CONSTRUCCION;;
SUPERMASTICK GALON;CONSTRUCCION;;
SUPERPEGA INSTANTANEO 20G;PEGANTES;;
SUPLEMENTO GALVANIZADO INDUMA;ELECTRICOS;;
SUPLEMENTO PLASTICO INDUMA;ELECTRICOS;;
SWITCHE CODILLO DOS TORNILLOS;ELECTRICOS;;
SWITCHE CODILLO TRES TORNILLOS;ELECTRICOS;;
SWITSHE PEQUEÃ¯Â¿Â½O;ELECTRICOS;;
TABACO ANTENA;ELECTRICOS;;
TABLA MADEFLEX 21X28;HOGAR Y COCINA;;
TABLA MDF 21X28;HOGAR Y COCINA;;
TABLERO MONO 2 CIRCUITOS AVE;ELECTRICOS;;
TABLERO MONO 3 CIRCUITOS AVE;ELECTRICOS;;
TABLERO MONO 4 CIRCUITOS;ELECTRICOS;;
TACHUELA TAPICERA 1/2 CAJA;HERRAJES Y SOPORTES;;
TACHUELA TAPICERA 1/2 1 DOC;HERRAJES Y SOPORTES;;
TACHUELA TAPICERA 3/4 CAJA;HERRAJES Y SOPORTES;;
TACHUELA TAPICERA 3/4 1 DOC;HERRAJES Y SOPORTES;;
TACHUELA TAPICERA 5/8 CAJA;HERRAJES Y SOPORTES;;
TACHUELA TAPICERA 5/8 DOC;HERRAJES Y SOPORTES;;
TACHUELA TAPICERA 9/16 CAJA;HERRAJES Y SOPORTES;;
TACHUELA TAPICERA 9/16 DOC;HERRAJES Y SOPORTES;;
TACO BREAKER 20 AMP LUMINEX;ELECTRICOS;;
TACO BREAKER 40 AMP LUMINEX;ELECTRICOS;;
TACO BREAKER 50 AMP LUMINEX;ELECTRICOS;;
TACO BREAKER 1P 20A CILLES;ELECTRICOS;;
TACO BREAKER 1P 32A CILLES;ELECTRICOS;;
TACO BREAKER 1P 40A CILLES;ELECTRICOS;;
TACO BREAKER 1P 50A CILLES;ELECTRICOS;;
TALADRO 1/2 VV REV DWD024 DEWALT;HERRAMIENTA ELECTRICA;;
TALADRO 3/8 PROFESIONAL 380W TRUPER;HERRAMIENTA ELECTRICA;Marca Truper, Modelo 13274;TALADRO PROF. 3/8'' 380 W VAR.Código: 16708 Especificaciones: Aislamiento: Clase IIBroquero: 3/8'' (9.5 mm)Ciclo de trabajo: 50 minutos de trabajo por 20 minutos de descanso Conductores: 18 AWG x 2C con temperatura de aislamiento de 105°C Consumo: 3A Empaque: CajaFrecuencia: 60 HzGrado IP: IP20 Máximo diario: 6 HorasPeso: 1.5 kg Potencia: 380 W Tensión: 120 V Velocidad: 3,000 rpm Ø Perforación en acero: 3/8'' (9.5 mm)Ø Perforación en madera: 3/4'' (19 mm)Incluye: Llave para broquero. Características: Balero de bolas, prolonga la vida útil de la máquina.Diseño compacto para un manejo más sencillo.Mango antiderrapante para mayor control y comodidad durante el trabajo.Palanca selectora de la dirección de rotación adelante-atrás y regulador de velocidad por presión de interruptor para un mejor control de la perforación.Usos: Para los aficionados del trabajo duro en el hogar. Taladro y destornillador para madera y metal, perforado de una gran gama de materiales.
TALADRO PERCUTOR 1/2 LIV PRETUL;HERRAMIENTA ELECTRICA;;
"TALADRO PERCUTOR 1/2"" PRO 600W TRUPER";HERRAMIENTA ELECTRICA;;
TALADRO PERCUTOR ELECTRO NEUMATICO INDUSTRIAL TRUPER;HERRAMIENTA ELECTRICA;;
"TALADRO PERCUTOR INDUSTRIAL 1/2"" 900 W TRUPER";HERRAMIENTA ELECTRICA;;
TAPA CIEGA 2400 GALVANIZADA 4X4;ELECTRICOS;;
TAPA CIEGA 2400 PLASTICA 4X4;ELECTRICOS;;
TAPA CIEGA 5800 GALVANIZADA;ELECTRICOS;;
TAPA CIEGA 5800 PLASTICA;ELECTRICOS;;
"TAPA DE PRUEBA 11/2""";TUBERIAS Y ACCESORIOS;;
"TAPA DE PRUEBA 2""";TUBERIAS Y ACCESORIOS;;
"TAPA DE PRUEBA 3""";TUBERIAS Y ACCESORIOS;;
"TAPA DE PRUEBA 4""";TUBERIAS Y ACCESORIOS;;
TAPA HUECO CROMADO PAR;GRIFERIA;;
TAPA HUECOS UND;ABRASIVOS Y CONSUMIBLES;;
TAPA LICUADORA OSTER;HOGAR Y COCINA;;
TAPA LICUADORA SAMURAI;HOGAR Y COCINA;;
TAPA OIDOS COPA;DOTACION INDUSTRIAL;;
TAPA REGISTRO 15X15 RIOPLAST;GRIFERIA;;
TAPA REGISTRO 20X20 RIOPAST;GRIFERIA;;
TAPA ROSETA GALVANIZADA;ELECTRICOS;;
TAPA ROSETA PLASTICA;ELECTRICOS;;
TAPABOCA ANTIFLUIDO LAVABLE MEDIA LUNA;DOTACION INDUSTRIAL;;
TAPABOCAS QUIRURGICO AZUL UND;ELECTRICOS;;
TAPABOCAS INDUSTRIAL;DOTACION INDUSTRIAL;;
TAPAOIDOS COPA;DOTACION INDUSTRIAL;;
TAPATORNILLO ADHESIVO UN;HERRAJES Y SOPORTES;;
TAPATORNILLO BLANCO Y CAFE;HERRAJES Y SOPORTES;;
"TAPON MACHO BRONCE 1/2""";PARTES Y REPUESTOS;;
"TAPON MACHO BRONCE 1/4""";PARTES Y REPUESTOS;;
"TAPON MACHO BRONCE 3/8""";PARTES Y REPUESTOS;;
"TAPON COPA GALVANIZADO 1/2""";TUBERIAS Y ACCESORIOS;;
"TAPON COPA GALVANIZADO 3/4""";TUBERIAS Y ACCESORIOS;;
"TAPON COPA GALVANIZADO 3/8""";TUBERIAS Y ACCESORIOS;;
"TAPON MACHO GALVANIZADO 1/2""";TUBERIAS Y ACCESORIOS;;
"TAPON MACHO PVC ROSCA 1/2""";TUBERIAS Y ACCESORIOS;;
TAPON DE OIDO ESPUMA POLIURETANO TRUPER;DOTACION INDUSTRIAL;;
"TAPON HEMBRA ROSCADO PVC 11/2""";TUBERIAS Y ACCESORIOS;;
"TAPON HEMBRA ROSCADO PVC 1""";TUBERIAS Y ACCESORIOS;;
"TAPON HEMBRA ROSCADO PVC 1/2""";TUBERIAS Y ACCESORIOS;;
"TAPON HEMBRA ROSCADO PVC 11/4""";TUBERIAS Y ACCESORIOS;;
"TAPON HEMBRA ROSCADO PVC 2""";TUBERIAS Y ACCESORIOS;;
"TAPON HEMBRA ROSCADO PVC 3/4""";TUBERIAS Y ACCESORIOS;;
TAPON HEMBRA LISO CPVC 1/2;TUBERIAS Y ACCESORIOS;;
"TAPON HEMBRA LISO PVC 1""";TUBERIAS Y ACCESORIOS;;
"TAPON HEMBRA LISO PVC 1/2""";TUBERIAS Y ACCESORIOS;;
"TAPON HEMBRA LISO PVC 11/4""";TUBERIAS Y ACCESORIOS;;
"TAPON HEMBRA LISO PVC 2""";TUBERIAS Y ACCESORIOS;;
"TAPON HEMBRA LISO PVC 3/4""";TUBERIAS Y ACCESORIOS;;
"TAPON HEMBRA LISO PVC 11/2""";TUBERIAS Y ACCESORIOS;;
TARUGO MADERA 8MM;HERRAJES Y SOPORTES;;
DESTORNILLADOR TATAMACO EN JUEGO SEGURITY;HERRAMIENTA MANUAL;;
TEE ELECTRICA BLANCA;HERRAMIENTA MANUAL;;
TEE MANGUERA METALICA 1/2;PARTES Y REPUESTOS;;
TEE MANGUERA METALICA 1/4;PARTES Y REPUESTOS;;
TEE MANGUERA METALICA 3/8;PARTES Y REPUESTOS;;
"TEE GALVANIZADA 1/2""";TUBERIAS Y ACCESORIOS;;
TEE COAXIAL PARA ANTENA;ELECTRICOS;;
TEE ELECRICA AEREA PARA EXTENSION 15A KONTIKI;ELECTRICOS;;
TEE ELECRICA NEGRA FALSO POLO A TIERRA;ELECTRICOS;;
TEE ELECTRICA 15 AMP KONTIKI;ELECTRICOS;;
TEE ELECTRICA CON POLO BLISTER;ELECTRICOS;;
TEE ELECTRICA CON POLO NARANJA CAUCHO;ELECTRICOS;;
TEE MANGUERA POLIETILENO 1/2;TUBERIAS Y ACCESORIOS;;
"TEE PVC 1""";TUBERIAS Y ACCESORIOS;;
"TEE PVC 1/2""";TUBERIAS Y ACCESORIOS;;
"TEE PVC 11/2""";TUBERIAS Y ACCESORIOS;;
"TEE PVC 11/4""";TUBERIAS Y ACCESORIOS;;
"TEE PVC 2""";TUBERIAS Y ACCESORIOS;;
"TEE PVC 3/4""";TUBERIAS Y ACCESORIOS;;
"TEE ROSCA PVC 1/2""";TUBERIAS Y ACCESORIOS;;
"TEE SANITARIO 11/2""";TUBERIAS Y ACCESORIOS;;
"TEE SANITARIO 2""";TUBERIAS Y ACCESORIOS;;
"TEE SANITARIO 3""";TUBERIAS Y ACCESORIOS;;
"TEE SANITARIO 4""";TUBERIAS Y ACCESORIOS;;
"TEE SANITARIO REDUCIDA 3""X 2";TUBERIAS Y ACCESORIOS;;
TEJA PLASTICA MARFIL TIPO ETERNIT #5 152X92CM GERFOR;CONSTRUCCION;;
TEJA PLASTICA MARFIL TIPO ETERNIT #6 183X92CM GERFOR;CONSTRUCCION;;
TEJANIT 1/32 PARA TEJA DE ETERNIT;CONSTRUCCION;;
TELA POLIESTER IMPERMEABILIZANTE 1X 1MT;CONSTRUCCION;;
TELA VERDE POLISOMBRA 2MT X1MT;CONSTRUCCION;;
"TENAZA CARPINTERO 8""";HERRAMIENTA MANUAL;;
TENSOR 3/16;TORNILLERIA;;
TENSOR 3/8;TORNILLERIA;;
TENSOR 5/16;TORNILLERIA;;
TERMINAL ANILLO  3/8 10 MM CABLE 22-16 AWG ROJO MAX 19A;ELECTRICOS;;
TERMINAL ANILLO  5/32 4 MM CABLE 16-14 AWG AZUL MAX 27A;ELECTRICOS;;
TERMINAL ANILLO 1/2 12 MM CABLE 12-10 AWG AMARILLO MAX 48A;ELECTRICOS;;
TERMINAL ANILLO 1/4 6 MM CABLE 12-10 AWG AMARILO MAX 48A;ELECTRICOS;;
TERMINAL ANILLO 1/4 6 MM CABLE 16-14 AWG AZUL MAX 27A;ELECTRICOS;;
TERMINAL ANILLO 1/4? 6 MM CABLE 22-16 AWG ROJO MAX 19A;ELECTRICOS;;
"TERMINAL ANILLO 1/8"" 3.5 MM CABLE 22-16 AWG ROJO MAX 19A";ELECTRICOS;;
TERMINAL ANILLO 1/8? 3.5 MM CABLE 12-10 AWG AMARILLO MAX 48A;ELECTRICOS;;
TERMINAL ANILLO 1/8? 3.5 MM CABLE 16-14 AWG AZUL MAX 27A;ELECTRICOS;;
TERMINAL ANILLO 3/16? 5 MM CABLE 12-10 AWG AMARILLO MAX 48A;ELECTRICOS;;
TERMINAL ANILLO 3/8? 10 MM CABLE 12-10 AWG AMARILLO MAX 48A;ELECTRICOS;;
TERMINAL ANILLO 3/8? 10 MM CABLE 16-14 AWG AZUL MAX 27A;ELECTRICOS;;
TERMINAL ANILLO 5/16? 8 MM CABLE 16-14 AWG AZUL MAX 27A;ELECTRICOS;;
TERMINAL ANILLO 5/16? 8 MM CABLE 22-16 AWG ROJO MAX 19A;ELECTRICOS;;
TERMINAL ANILLO 5/32? 4 MM CABLE 12-10 AWG AMARILLO MAX 48A;ELECTRICOS;;
TERMINAL ANILLO 5/32? 4 MM CABLE 22-16 AWG COLOR ROJO MAX 19A;ELECTRICOS;;
"TERMINAL ANILLO COBRE 1/4"" 6 MM CABLE 8 AWG";ELECTRICOS;;
"TERMINAL ANILLO COBRE 3/16"" 5 MM CABLE 8 AWG";ELECTRICOS;;
"TERMINAL ANILLO COBRE 3/8"" 10 MM CABLE 8 AWG";ELECTRICOS;;
"TERMINAL ANILLO COBRE 5/16"" 8 MM CABLE 8 AWG";ELECTRICOS;;
TERMINAL COBRE 150 A;ELECTRICOS;;
TERMINAL COBRE 250 A;ELECTRICOS;;
TERMINAL COBRE BATERIA ABIERTO CABLE 4-2 AWG MAX 95A;ELECTRICOS;;
TERMINAL CONDUIT 1 PAVCO;TUBERIAS Y ACCESORIOS;;
"TERMINAL CONDUIT 1""";TUBERIAS Y ACCESORIOS;;
"TERMINAL CONDUIT 1/2""";TUBERIAS Y ACCESORIOS;;
TERMINAL CONDUIT 3/4 PVC PAVCO;TUBERIAS Y ACCESORIOS;;
"TERMINAL CONDUIT 3/4""";TUBERIAS Y ACCESORIOS;;
TERMINAL CORTINA 3/4 CAFE;HERRAJES Y SOPORTES;;
TERMINAL CORTINA 3/4 DORADA;HERRAJES Y SOPORTES;;
TERMINAL CORTINA 3/4 PLATEADA;HERRAJES Y SOPORTES;;
TERMINAL CORTINA 5/8 CAFE;HERRAJES Y SOPORTES;;
TERMINAL CORTINA 5/8 DORADO;HERRAJES Y SOPORTES;;
TERMINAL CORTINA 5/8 PLATEADO;HERRAJES Y SOPORTES;;
TERMINAL DE COBRE MACHO O HEMBRA;ELECTRICOS;;
TERMINAL EMPALME TOPE, PARA CABLE 12-10 AWG, CON AISLANTE AMARILLO MAX 48A;ELECTRICOS;;
"TERMINAL HEMBRA MACHO 250 1/4"" CABLE 16-14 AWG AZUL MAX 27A";ELECTRICOS;;
"TERMINAL HEMBRA RECTA 110"" CABLE 22-16 AWG ROJO MAX 19A";ELECTRICOS;;
TERMINAL HEMBRA RECTA 187 CABLE 16-14 AWG AZUL MAX 27A;ELECTRICOS;;
TERMINAL HEMBRA RECTA 187 CABLE 22-16 AWG ROJO MAX 19A;ELECTRICOS;;
"TERMINAL HEMBRA RECTA 250"" 1/4"" CABLE 16-14 AWG AMARILLO MAX 27A";ELECTRICOS;;
"TERMINAL HEMBRA RECTA 250"" 1/4"" CABLE 22-16AWG ROJO MAX 19A";ELECTRICOS;;
"TERMINAL HEMBRA RECTA 250 1/4"" CABLE 12-10 AWG AMARILLO MAX 48A";ELECTRICOS;;
"TERMINAL HEMBRA RECTA 250 1/4"" CABLE 16-14 AWG AZUL MAX 27A";ELECTRICOS;;
"TERMINAL HEMBRA RECTA 250 1/4"" CABLE 22-16 AWG ROJO MAX 19A";ELECTRICOS;;
"TERMINAL HEMBRA RECTA 250 1/4"" CABLE 22-16 AWG ROJO MAX 19A";ELECTRICOS;;
"TERMINAL HEMBRA RECTA 250 1/4""CABLE 12-10 AWG AMARILLO MAX 48A";ELECTRICOS;;
"TERMINAL HEMBRA RECTA 250 o  1/4"" CABLE 16-14 AWG AZUL MAX 27A";ELECTRICOS;;
TERMINAL HEMBRA RECTA 312 CABLE 16-14 AWG AZUL MAX 27A;ELECTRICOS;;
TERMINAL HEMBRA RECTA 375 CABLE 12-10 AWG AMARILLO MAX 48A;ELECTRICOS;;
"TERMINAL HEMBRA REDONDA 156"" 4 MM CABLE 22-16 AWG ROJO MAX 19A";ELECTRICOS;;
TERMINAL HEMBRA REDONDA 156 4 MM CABLE 16-14 AWG AZUL MAX 27A;ELECTRICOS;;
TERMINAL HEMBRA REDONDA 195 5 MM CABLE 12-10 AWG AMARILLO MAX 48A;ELECTRICOS;;
TERMINAL HEMBRA REDONDA 195 5 MM CABLE 16-14 AWG AZUL MAX 27A;ELECTRICOS;;
TERMINAL HORQUILLA 1/4 6 MM CABLE 12-10 AWG AMARILLO MAX 48A;ELECTRICOS;;
TERMINAL HORQUILLA 1/4 6 MM CABLE 16-14 AWG AZUL MAX 27A;ELECTRICOS;;
TERMINAL HORQUILLA 1/4 6 MM CABLE 22-16 AWG ROJO MAX 19A;ELECTRICOS;;
"TERMINAL HORQUILLA 1/8"" 3.5 MM CABLE 22-16 AWG ROJO MAX 19A";ELECTRICOS;;
TERMINAL HORQUILLA 1/8 3.5 MM CABLE 12-10 AWG AMARILLO MAX 48A;ELECTRICOS;;
TERMINAL HORQUILLA 1/8 3.5 MM CABLE 16-14 AWG AZUL MAX 27A;ELECTRICOS;;
TERMINAL HORQUILLA 3/16 5 MM CABLE 16-14 AWG AZUL MAX 27A;ELECTRICOS;;
TERMINAL HORQUILLA 3/16 5 MM CABLE 22-16 AWG ROJO MAX 19A;ELECTRICOS;;
TERMINAL HORQUILLA 5/16 8 MM CABLE 16-14 AWG AZUL MAX 27A;ELECTRICOS;;
TERMINAL HORQUILLA 5/16 8 MM CABLE AWG AMARILLO MAX 48A;ELECTRICOS;;
"TERMINAL HORQUILLA 5/32 "" 4 MM CABLE 22-16 AWG ROJO MAX 19A";ELECTRICOS;;
TERMINAL HORQUILLA 5/32 4 MM CABLE 16-14 AWG AZUL MAX 27A;ELECTRICOS;;
TERMINAL MACHO PLANO 187 CABLE 16-14 AWG AZUL MAX 27A;ELECTRICOS;;
"TERMINAL MACHO PLANO 250"" 1/4"" CABLE 16-14 AWG AMARILLO MAX 27A";ELECTRICOS;;
"TERMINAL MACHO PLANO 250"" 1/4"" CABLE 22-16 AWG ROJO MAX 19A";ELECTRICOS;;
"TERMINAL MACHO PLANO 250 1/4 "" CABLE 12-10 AWG AMARILLO MAX 48A";ELECTRICOS;;
"TERMINAL MACHO PLANO 250 1/4"" CABLE 16-14 AWG AZUL MAX 27A";ELECTRICOS;;
TERMINAL MACHO REDONDO 156 4 MM CABLE 16-14 AWG AZUL MAX 27A;ELECTRICOS;;
TERMINAL MACHO REDONDO 195 5 MM CABLE 12-10 AWG AMARILLO MAX 48A;ELECTRICOS;;
TERMINAL MACHO REDONDO 195 5 MM CABLE 16-14 AWG AZUL CORRIENTE MAX 27A;ELECTRICOS;;
TERMINAL OJO 1/8 - 5/32 - 3/16;ELECTRICOS;;
TERMINAL ANTENA ROSCA RG 6 OCCI;ELECTRICOS;;
TERMINAL PIN PUNTA DE CABLE 12-10 AWG AMARILLO MAX 48A;ELECTRICOS;;
TERMINAL TELMEX ANTENA NEGRA TAURUS;ELECTRICOS;;
TESTER 14 CM TIPO ESFERO TRUPER;ELECTRICOS;;
TESTER 19 CM TRUPER;ELECTRICOS;;
TESTER DIGITAL DE TENSION TRUPER;ELECTRICOS;;
THINNER EXTRAFINO 1 GALON CON ENVASE;PINTURAS Y DISOLVENTES;;
THINNER EXTRAFINO 1 GALON SIN ENVASE;PINTURAS Y DISOLVENTES;;
THINNER EXTRAFINO 1/2 BOTELLA 375CC;PINTURAS Y DISOLVENTES;;
THINNER EXTRAFINO 1/2 GALON;PINTURAS Y DISOLVENTES;;
THINNER EXTRAFINO 5 GALONES CON ENVASE;PINTURAS Y DISOLVENTES;;
THINNER EXTRAFINO 5 GALONES SIN ENVASE;PINTURAS Y DISOLVENTES;;
"TIJERA CASA OFICINA 6"" PRETUL";HERRAMIENTA MANUAL;;
TIJERA DE AVIACION CORTE RECTO;HERRAMIENTA MANUAL;;
TIJERA ECO PARA PODA 48 CM PRETUL;HERRAMIENTA MANUAL;;
"TIJERA ESCOLAR 4-1/2"" PRETUL";HERRAMIENTA MANUAL;;
"TIJERA CASA Y  OFICINA 7"" PRETUL";DOTACION INDUSTRIAL;;
"TIJERA OFICINA 8""PRETUL";HERRAMIENTA MANUAL;;
"TIJERA PARA SASTRE 8"" TRUPER";HERRAMIENTA MANUAL;;
TIJERA PODA CUCHILLA PASO PRETUL;HERRAMIENTA MANUAL;;
TIMBRE CON PLACA 110/150 VERA;ELECTRICOS;;
TIMBRE DING DONG BLANCO 110-150 VERA;ELECTRICOS;;
TIMBRE INALAMBRICO 110V VERA;ELECTRICOS;;
TIMBRE INALAMBRICO ECO;ELECTRICOS;;
"TIMBRE INDUSTRIAL 110 -150  4"" VERA";ELECTRICOS;;
TINTE CAOBA 200CC SUPER;PINTURAS Y DISOLVENTES;;
TINTE CARAMELO 200CC SUPER;PINTURAS Y DISOLVENTES;;
TINTE MIEL 200 CC SUPER;PINTURAS Y DISOLVENTES;;
TINTE NEGRO 200 CC SUPER;PINTURAS Y DISOLVENTES;;
MANIJA ZAMAK NIQUEL 88MM VERA;HERRAJES Y SOPORTES;;
TIZA INDUSTRIAL;HERRAMIENTA MANUAL;;
TOALLERO MULTIUSOS (GANCHO)PLASTGRIFOS;HOGAR Y COCINA;;
TOALLERO REDONDO PLASTGRIFOS;GRIFERIA;;
TOALLITAS PEQUEÃ¯Â¿Â½A;ASEO;;
TOMA  AEREA CODELCA 2X20;ELECTRICOS;;
TOMA AEREA DOMESTICA 15 AMP KONTIKI;ELECTRICOS;;
TOMA AEREA INDUSTRIAL 15 AMP P/TIERRA KONTIKI;ELECTRICOS;;
TOMA AEREA PLASTICA BLANCA AVE;ELECTRICOS;;
TOMA DOBLE GFCI BLANCA MERCURY;ELECTRICOS;;
TOMA DOBLE DE SOBREPONER MERCURY;ELECTRICOS;;
TOMA DOBLE SOBREPONER P/T BLANCA DUOMO AVE;ELECTRICOS;;
TOMA HUEVO SENCILLA DE SOBREPONER;ELECTRICOS;;
TOMA INCRUSTAR BIFASICA 20 A KONTIKI;ELECTRICOS;;
TOMA INCRUSTAR TRIFASICA 20 A CODELCA;ELECTRICOS;;
TOMA TELEFONO RJ 11 + COAXIAL DUOMO AVE;ELECTRICOS;;
TOMA TELEFONO RJ11 (4h) DUOMO AVE;ELECTRICOS;;
TOMA TIPO LEVINTON BEIGE CON TAPA;ELECTRICOS;;
TOMA TRIFASICA 50A CODELCA;ELECTRICOS;;
TOMA TV COAXIAL DUOMO BLANCA;ELECTRICOS;;
TOPE DE RESORTE ZINC;HERRAJES Y SOPORTES;;
TOPE IMAN;HERRAJES Y SOPORTES;;
TOPE RODILLO;HERRAJES Y SOPORTES;;
TORNILLO AVELLANA PUNTA DE BROCA 8X1 UN;TORNILLERIA;;
"TORNILLO CARRIAJE RO ZINC 1/4X1""UN";TORNILLERIA;;
"TORNILLO CARRIAJE RO ZINC 1/4X1/2""UN";TORNILLERIA;;
